Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Leasehold Improvements,1.69,1.69,3.12,3.15,3.25,3.94,4.51,3.44,5.76,5.88,,POLYCAB
Full Time Employees,,,,,4719,4659,4695,4651,4431,4485,,POLYCAB
Accum. Allowance for Doubtful Accts,615.98,710.1,873.3,947.6,1215.5,1449.96,1562.64,1424.88,1249.16,1163.08,,POLYCAB
Filing Date,,,,,,,,,,,,POLYCAB
Restatement Type,,,,,,,,,,,,POLYCAB
Calculation Type,,,,,,,,,,,,POLYCAB
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,POLYCAB
,,,,,,,,,,,,POLYCAB
Cash And Equivalents,8265.935,6268.306,4083.846,3533.096,1039.266,6054.951,2078.915,3740.43,3547.8,6013.8,2685.4,POONAWALLA
Long-term Investments,1862.228,2754.162,3381.925,4425.898,1969.696,2006.884,1505.988,1773.659,,3109.1,8783.3,POONAWALLA
Trading Asset Securities,,,,,228.327,0.099,,,5.1,,,POONAWALLA
Loans And Lease Receivables,113524.655,132665.515,140739.843,119298.28,135704.244,150066.329,135464.54,113612.281,148507,152185.3,220464.1,POONAWALLA
Other Receivables,277.062,244.964,254.97,248.156,852.619,1007.356,1481.592,1721.456,1147.6,464.2,286.6,POONAWALLA
"Gross Property, Plant & Equipment",2813.565,3099.537,3387.476,3766.188,1844.064,2034.435,2719.31,2728.878,2561.7,2900.6,,POONAWALLA
Accumulated Depreciation,-1013.4,-1280.5,-1508.7,-1843.6,-204.1,-418.6,-604.4,-1109.3,-754.8,-971,,POONAWALLA
"Net Property, Plant & Equipment",1800.135,1819.05,1878.781,1922.636,1639.971,1615.786,2114.956,1619.559,1806.9,1929.6,1772,POONAWALLA
Goodwill,143.034,143.034,612.002,612.002,143.034,143.034,143.034,143.034,143,143,,POONAWALLA
Other Intangibles,36.717,243.531,293.808,317.955,293.656,271.091,226.592,197.26,197.6,188.1,172.6,POONAWALLA
Restricted Cash,,,,,,,,,1961.3,526.2,,POONAWALLA
Other Current Assets,2679.497,2554.98,1847.208,2219.776,4672.351,5322.623,8048.037,5625.69,4215.6,64446.8,2224,POONAWALLA
"Deferred Tax Assets, LT",,,388.015,197.434,2382.73,1375.837,938.16,2941.652,1970.3,476.8,1634.2,POONAWALLA
"Deferred Charges, LT",998.152,1028.312,820.557,924.319,,,,,,,,POONAWALLA
Other Long-Term Assets,2194.186,1102.944,944.232,2522.735,17.522,28.807,395.338,746.803,924.9,2723.2,2846.8,POONAWALLA
Total Assets,131781.601,148824.798,155245.187,136222.287,148943.416,167892.797,152397.152,132121.824,164427.1,232206.1,240869,POONAWALLA
LIABILITIES,,,,,,,,,,,,POONAWALLA
Accounts Payable,2704.983,2254.018,1833.507,2188.951,3223.806,3696.6,250.568,940.9,151.3,20.2,33.7,POONAWALLA
Accrued Exp.,1620.848,1414.087,1304.189,1047.11,877.105,782.755,1766.906,1898.674,1902.4,1728.9,,POONAWALLA
Short-term Borrowings,53290.453,64203.225,70481.833,55011.344,55790.593,40658.367,35810.702,29966.844,22160.1,37643.9,,POONAWALLA
Curr. Port. of LT Debt,16775.904,17251.964,15278.113,14857.929,30169.724,44005.41,24349.77,23712.258,16398.1,19841.2,,POONAWALLA
Curr. Port. of Leases,,,,,,,121.897,78.718,110,159.5,,POONAWALLA
Long-Term Debt,32189.327,35686.211,33131.617,31092.943,36627.545,48805.371,60158.625,50651.391,60532.8,53710.7,150801.3,POONAWALLA
Long-Term Leases,,,,,,,476.409,339.633,535.9,736.3,1355.9,POONAWALLA
Curr. Income Taxes Payable,30.448,1.251,157.236,8.413,163.203,119.227,143.517,94.356,3.6,3.4,0.1,POONAWALLA
Other Current Liabilities,6448.809,7343.932,7504.606,7693.551,1624.396,1738.828,1117.985,1366.228,1318.5,48779.4,5972.6,POONAWALLA
"Unearned Revenue, Non-Current",,,,,7.747,9.17,12.559,9.905,12,25.1,,POONAWALLA
Pension & Other Post-Retire. Benefits,4.135,8.762,13.216,4.507,,,103.063,120.384,111.9,73.2,,POONAWALLA
"Def. Tax Liability, Non-Curr.",284.604,71.201,,,,,,,,,,POONAWALLA
Other Non-Current Liabilities,1564.339,2317.232,3478.706,2254.243,739.129,638.19,605.163,999.489,608.2,752.6,1034.6,POONAWALLA
Total Liabilities,114913.85,130551.883,133183.023,114158.991,129223.248,140453.918,124917.164,110178.78,103844.8,163474.4,159198.2,POONAWALLA
"Pref. Stock, Redeemable",1142.244,970.04,130.02,,,,,,,,,POONAWALLA
"Pref. Stock, Convertible",355.556,355.556,,,,,,,,,,POONAWALLA
Total Pref. Equity,1497.8,1325.596,130.02,,,,,,,,,POONAWALLA
Common Stock,380.24,380.852,473.657,473.919,474.057,538.648,539.031,539.233,1529.8,1535.9,1541.1,POONAWALLA
Additional Paid In Capital,7985.732,8002.511,11575.57,11583.998,13224.032,18064.874,18091.417,18096.911,51824.8,52476.8,,POONAWALLA
Retained Earnings,5823.919,7320.838,9234.382,9438.659,5669.116,8435.802,8415.738,2846.919,6591.4,13098.8,,POONAWALLA
Treasury Stock,,,,,,,,,,,,POONAWALLA
Comprehensive Inc. and Other,847.898,844.971,229.372,224.761,352.963,399.555,433.802,459.981,613.5,1502.5,80129.7,POONAWALLA
Total Common Equity,15037.789,16549.172,21512.981,21721.337,19720.168,27438.879,27479.988,21943.044,60559.5,68614,81670.8,POONAWALLA
Minority Interest,332.162,398.147,419.163,341.959,,,,,22.8,117.7,,POONAWALLA
Total Equity,16867.751,18272.915,22062.164,22063.296,19720.168,27438.879,27479.988,21943.044,60582.3,68731.7,81670.8,POONAWALLA
Total Liabilities And Equity,131781.601,148824.798,155245.187,136222.287,148943.416,167892.797,152397.152,132121.824,164427.1,232206.1,240869,POONAWALLA
Supplemental Items,,,,,,,,,,,,POONAWALLA
Total Shares Out. on Filing Date,190.119975,190.425875,236.828672,236.959672,237.028672,269.342236,269.520112,764.343047,764.963034,767.947592,769.605568,POONAWALLA
Total Shares Out. on Balance Sheet Date,190.119975,190.425875,236.828672,236.959672,237.028672,269.324236,269.515312,269.616712,764.923539,767.947592,769.605568,POONAWALLA
Book Value/Share,79.096312,86.906109,90.837738,91.666809,83.197394,101.880467,101.960767,81.386067,79.170658,89.347242,106.120334,POONAWALLA
Tangible Book Value,14858.038,16162.607,20607.171,20791.38,19283.478,27024.754,27110.362,21602.75,60218.9,68282.9,81498.2,POONAWALLA
Tangible Book Value/Share,78.150851,84.876107,87.01299,87.742272,81.355043,100.342822,100.58932,80.123927,78.725384,88.916093,105.896063,POONAWALLA
Total Debt,102255.684,117141.4,118891.563,100962.216,122587.862,133469.148,120917.403,104748.844,99736.9,112091.6,152157.2,POONAWALLA
Debt Equiv. of Unfunded Proj. Benefit Obligation,-35.7,-18.5,-17,-13.3,-15.8,-14.5,-7.4,-30.7,-46.4,-16.7,,POONAWALLA
Net Debt,93989.749,110873.094,114807.717,97429.12,121320.269,127414.098,118838.488,101008.414,96184,106077.8,149471.8,POONAWALLA
Equity Method Investments,,,,,1174.276,1411.35,1505.988,1773.544,,,,POONAWALLA
Full Time Employees,10000,9790,9070,4195,5607,6936,6335,5505,5184,2452,,POONAWALLA
"Assets on Oper. Lease, Gross",59.265,279.03,583.404,952.104,611.544,705.639,797.515,920.264,501.3,961.2,,POONAWALLA
"Assets on Oper. Lease, Accum. Depr.",-8.1,-52.6,-134.8,-276.9,-34.9,-93.1,-158.5,-419,-44.3,-299.3,,POONAWALLA
Filing Date,,,,,,,,,,,,POONAWALLA
Restatement Type,,,,,,,,,,,,POONAWALLA
Calculation Type,,,,,,,,,,,,POONAWALLA
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,POONAWALLA
,,,,,,,,,,,,POONAWALLA
Cash And Equivalents,4594.9,53673.6,3015.5,37928.3,8250.4,7266.4,19052.1,49277.4,9142.4,1275.9,33885.6,PFC
Long-term Investments,274.3,5278.4,22299.7,31451.7,58658.5,48712,46126.2,36196.8,39022.2,60835.8,109713.5,PFC
Trading Asset Securities,,,,,9194.7,23705.6,51822.7,35626.7,85907.3,137850.1,169440.5,PFC
Loans And Lease Receivables,1889199.4,2173140.2,2378794.9,2456180.9,5040080.2,5969094.7,6732957.1,7518787.6,7623598.5,8624262.8,9691111.5,PFC
Other Receivables,43771.5,50051.7,57543.2,42592.7,6207.1,11625.9,19863.6,17455.8,15055.3,3512.8,1918.7,PFC
"Gross Property, Plant & Equipment",1046.6,1426.5,2562,4984.7,3676.8,4753.3,6214.6,7764.7,8890.9,9397.4,,PFC
Accumulated Depreciation,-348.5,-429.4,-591.8,-978.7,-852.1,-919.4,-1049.8,-1058.8,-1209.6,-1484.5,,PFC
"Net Property, Plant & Equipment",698.1,997.1,1970.2,4006,2824.7,3833.9,5164.8,6705.9,7681.3,7912.9,7918.7,PFC
Other Intangibles,24.5,42.1,480.9,12.2,76.5,107.7,100,71.6,44.1,128.7,117.4,PFC
Restricted Cash,,,,,14692.3,7220.4,4001.9,8566.2,12915.4,17629.5,,PFC
Other Current Assets,2767.1,3302,4948.1,16532.5,9201.6,150648.5,14396.5,17779.9,41435.6,32066,5913.8,PFC
"Deferred Tax Assets, LT",,,,,73935.5,63697.4,50053.1,64610.3,73153.7,73400.3,60559.5,PFC
"Deferred Charges, LT",,,,,463.5,543,621.3,615,586.3,595.2,,PFC
Other Long-Term Assets,1867.3,2631.4,3145,6670.5,1729.8,2231.7,1046.7,1377.6,1460.6,1648.6,308194.6,PFC
Total Assets,1943197.1,2289116.5,2472197.5,2595374.8,5225314.8,6288687.2,6945206,7757070.8,7910002.7,8961118.6,10388773.8,PFC
LIABILITIES,,,,,,,,,,,,PFC
Accounts Payable,25.4,170.4,696.5,1205.5,667,749.1,532.2,707.7,497.5,508.6,1137.2,PFC
Accrued Exp.,60236.5,64877.3,70265.7,73966.5,4000.7,2607.7,2142.7,2909.9,3512.2,4350.6,,PFC
Short-term Borrowings,13192.7,40683.8,75754.1,25440,107331.7,189759.1,96437.7,146071,20673.2,86726.9,11134.3,PFC
Curr. Port. of LT Debt,155673.1,189014.9,206563.3,255763.9,,,,,,,,PFC
Curr. Port. of Leases,,,,,,,47,15.2,37.2,37.2,,PFC
Long-Term Debt,1426525.2,1651674.9,1728133.6,1803524,4310558.4,5212471.9,5889135.5,6466335.8,6591852.5,7435956.3,8619610.6,PFC
Long-Term Leases,,,,,1.1,1.1,113.9,79.1,153.5,132.9,,PFC
Curr. Income Taxes Payable,1028.6,1362.8,228.8,674.2,1304.8,57.4,674,1406.8,2191.5,1333.4,828.2,PFC
"Unearned Revenue, Current",219.3,126.3,68.8,35.9,,,,,,,,PFC
Other Current Liabilities,1745,3952.9,11377.5,28228.3,69.6,82.1,97.4,104.6,127.6,131.5,,PFC
"Unearned Revenue, Non-Current",1019.4,987.2,1005.9,1061,5790.6,8729.9,18380.8,15585.2,13912.3,1613.5,,PFC
Pension & Other Post-Retire. Benefits,0.2,,0.8,1.9,15,7.5,27.6,30.9,3.7,37,,PFC
"Def. Tax Liability, Non-Curr.",2730,1882.7,3019.6,2475.5,,,,,,,,PFC
Other Non-Current Liabilities,5579,10269.8,14799.8,34549,242878.4,239378.7,275963.5,305922.1,314290,310477.9,413178.1,PFC
Total Liabilities,1667974.4,1965003,2111914.4,2226925.7,4672617.3,5653844.5,6283552.3,6939168.3,6947251.2,7841305.8,9045888.4,PFC
Common Stock,13200.4,13200.4,13200.4,26400.8,26400.8,26400.8,26400.8,26400.8,26400.8,26400.8,33001,PFC
Additional Paid In Capital,40963.7,40963.7,40965.8,27765.4,39537.4,39537.4,39537.4,39537.4,39537.4,36068.7,,PFC
Retained Earnings,222689.9,265192.2,301788.8,306271.4,447909.8,527050.2,591876.8,688774.5,795602.4,928340.1,,PFC
Treasury Stock,,,,,,,,,,,,PFC
Comprehensive Inc. and Other,-1631.3,4757.2,4328.1,8011.5,-115502.7,-121775.9,-163817,-147037.9,-144778.2,-149224.7,978466.7,PFC
Total Common Equity,275222.7,324113.5,360283.1,368449.1,398345.3,471212.5,493998,607674.8,716762.4,841584.9,1011467.7,PFC
Minority Interest,,,,,154352.2,163630.2,167655.7,210227.7,245989.1,278227.9,331417.7,PFC
Total Equity,275222.7,324113.5,360283.1,368449.1,552697.5,634842.7,661653.7,817902.5,962751.5,1119812.8,1342885.4,PFC
Total Liabilities And Equity,1943197.1,2289116.5,2472197.5,2595374.8,5225314.8,6288687.2,6945206,7757070.8,7910002.7,8961118.6,10388773.8,PFC
Supplemental Items,,,,,,,,,,,,PFC
Total Shares Out. on Filing Date,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.1,PFC
Total Shares Out. on Balance Sheet Date,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.10176,3300.1,PFC
Book Value/Share,83.398246,98.213183,109.17333,111.647799,120.706974,142.787263,149.691747,184.1382,217.194029,255.017863,306.496075,PFC
Book Value/Share (Reported),,,,,,,,,179.84,206.664,,PFC
Tangible Book Value,275198.2,324071.4,359802.2,368436.9,398268.8,471104.8,493898,607603.2,716718.3,841456.2,1011350.3,PFC
Tangible Book Value/Share,83.390822,98.200426,109.027607,111.644102,120.683793,142.754628,149.661445,184.116504,217.180666,254.978864,306.460501,PFC
Total Debt,1595391,1881373.6,2010451,2084727.9,4417891.2,5402232.1,5985734.1,6612501.1,6612716.4,7522853.3,8630744.9,PFC
Debt Equiv. of Unfunded Proj. Benefit Obligation,215.2,236.4,274.7,326.4,54.3,-9.9,41.1,39.8,3.7,38,,PFC
Net Debt,1590796.1,1827700,2007435.5,2046799.6,4400446.1,5371260.1,5914859.3,6527597,6517666.7,7383727.3,8427418.8,PFC
Equity Method Investments,,,,6,3459.7,4813.5,5499,5483.5,5,5.1,3.3,PFC
Full Time Employees,446,,467,499,498,,484,483,501,519,,PFC
Filing Date,,,,,,,,,,,,PFC
Restatement Type,,,,,,,,,,,,PFC
Calculation Type,,,,,,,,,,,,PFC
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,PFC
,,,,,,,,,,,,PFC
Cash And Equivalents,49743.7,29885.5,15435.9,32414.5,15348,36477.3,48495.9,44872.3,25771.1,51921.7,74951.2,POWERGRID
Short Term Investments,2027.5,2001,9038.7,7427.8,12775.1,11070.6,5829.6,7185.7,24424.3,21625,6082.6,POWERGRID
Accounts Receivable,33714.5,45682.2,58511.9,57297.6,77290,110633.3,104212.4,108466.8,148597.9,140100.6,115396.3,POWERGRID
Other Receivables,985,291.3,186.2,31.8,72.5,742,682.9,966.4,1113.4,1149.3,,POWERGRID
"Accounts Receivable, Total",34699.5,45973.5,58698.1,57329.4,77362.5,111375.3,104895.3,109433.2,149711.3,141249.9,115396.3,POWERGRID
Inventory,7134.4,7188.4,7074.3,9069.5,10493.5,12472.5,14334.6,13669.4,13571.7,13399.5,14062.9,POWERGRID
Loans Receivable Current,544.2,455.1,307.2,398.2,468.8,1309.9,1564.1,1270.5,985.9,1070.3,1322.7,POWERGRID
Restricted Cash,,,102.9,111.8,126.1,201.8,213.5,1529.1,286.4,299.1,,POWERGRID
Other Current Assets,3176.3,3334.3,5368.6,2997.3,5096,3711.5,5786.3,75900.9,11457.7,17118.2,58709.8,POWERGRID
Total Current Assets,97325.6,88837.8,96025.7,109748.5,121670,176618.9,181119.3,253861.1,226208.4,246683.7,270525.5,POWERGRID
"Gross Property, Plant & Equipment",1292558.7,1595623.9,1659108.1,1887370.7,2158710,2425536.6,2602928,2639567.5,2730593.6,2813144.6,,POWERGRID
Accumulated Depreciation,-236550.7,-289138.5,-63283.3,-141276.3,-234357.2,-341072,-459385.7,-571679.6,-702111.1,-837958.3,,POWERGRID
"Net Property, Plant & Equipment",1056008,1306485.4,1595824.8,1746094.4,1924352.8,2084464.6,2143542.3,2067887.9,2028482.5,1975186.3,1943042.4,POWERGRID
Regulatory Assets,,377.2,376.7,1076,113042.2,80832.7,101230.6,105751.3,99332.4,102344.4,95420.8,POWERGRID
Other Intangibles,9772.2,9448.1,11226.6,13327.3,14315.3,19241.9,19352.8,17749.4,17781.9,16906.8,16538,POWERGRID
Long-term Investments,2062.7,194.9,9135.2,11624.6,12239.7,12964.2,14310.8,14855.5,37876.4,34891.1,35549.1,POWERGRID
Accounts Receivable Long-Term,4373.4,,6674,6506.4,6805,8971.5,6016.9,8535.4,10287.6,31591.9,2944.8,POWERGRID
Loans Receivable Long-Term,1839.8,5624.3,1450.9,1323.6,1399.9,1881.3,2715.8,3225.8,4064.5,4464.4,5712.4,POWERGRID
"Deferred Tax Assets, LT",,,,,,,,,,,616.4,POWERGRID
"Deferred Charges, LT",647.9,737.5,,,,,,,,,,POWERGRID
Other Long-Term Assets,242766.7,195937.6,72203.4,66749.2,59335.6,88600.8,98243.7,85028.3,85400.6,90886.9,138555.8,POWERGRID
Total Assets,1414796.3,1607642.8,1792917.3,1956450,2253160.5,2473575.9,2566532.2,2556894.7,2509434.3,2502955.5,2508905.2,POWERGRID
LIABILITIES,,,,,,,,,,,,POWERGRID
Accounts Payable,3490.1,4644.5,3701.4,4542.9,2923.5,3678.2,2293.2,1874.8,2671,3277.9,3713.6,POWERGRID
Accrued Exp.,25298.1,29582.6,31101.4,38704.6,47425.8,43908.4,41375,40620.6,36865.9,39919.4,,POWERGRID
Short-term Borrowings,27001,12064.9,20000,15000,10000,43000,30000,18000,53000,7000,,POWERGRID
Curr. Port. of LT Debt,37474.5,45444.5,60816,62347.4,77926.4,107468.5,98485.3,122355.4,151658.7,120036.1,183816.7,POWERGRID
Curr. Port. of Leases,,,,,,,37.4,39.7,27.8,41.3,50.2,POWERGRID
Curr. Income Taxes Payable,1185,2038,3007.5,4184.1,4072.6,,229.2,4255.1,94.5,527.6,123.7,POWERGRID
"Unearned Revenue, Current",15281.7,24027.2,34314.8,24958.3,25698.7,35005.8,40088.9,35311.5,30221,28946.1,,POWERGRID
Other Current Liabilities,91035.7,110292.2,93944.4,102948.9,113011.5,93088.4,88306.8,83078.7,78608.8,81674.5,156504,POWERGRID
Total Current Liabilities,200766.1,228093.9,246885.5,252686.2,281058.5,326149.3,300815.8,305535.8,353147.7,281422.9,344208.2,POWERGRID
Long-Term Debt,777721.3,904924.7,1004633.1,1112531.7,1227103.2,1348170.1,1389086.1,1326622.9,1176869,1173787.9,1086336.8,POWERGRID
Long-Term Leases,,,,,,,132.9,182,275.8,621.7,625.7,POWERGRID
"Unearned Revenue, Non-Current",49254.6,52136.2,61293.4,53305.3,52962.5,98160.7,111495.3,99699.1,97526.2,103576.7,94618.6,POWERGRID
Pension & Other Post-Retire. Benefits,5549.7,6105,6504.5,7895.6,7168.7,3681.5,4247.1,4620.2,5171.4,5778.7,6436.6,POWERGRID
"Def. Tax Liability, Non-Curr.",24524.5,24904.5,25187.8,25359.8,134728.5,100184.8,112287.8,118366.2,113569.8,106788.7,102985.7,POWERGRID
"Other Non-Current Liab., Total",10000.7,7091.2,8713.7,6016.4,5879.2,6345.6,1513.7,2507.8,403.1,833.8,2242.5,POWERGRID
Total Liabilities,1067816.9,1223255.5,1353218,1457795,1708900.6,1882692,1919578.7,1857534,1746963,1672810.4,1637454.1,POWERGRID
Common Stock,52315.9,52315.9,52315.9,52315.9,52315.9,52315.9,52315.9,52315.9,69754.5,69754.5,93006,POWERGRID
Additional Paid In Capital,95782.9,95782.9,95782.9,95782.9,95782.9,95782.9,95782.9,95782.9,78344.3,78344.3,,POWERGRID
Retained Earnings,148612.4,175872.6,222020.9,268560.3,303376.9,342590.3,411612.2,476703.2,554024.8,636549.7,,POWERGRID
Treasury Stock,,,,,,,,,,,,POWERGRID
Comprehensive Inc. and Other,50268.2,60415.9,69579.6,81995.9,92784.2,100194.8,87242.5,74558.7,60347.7,45496.6,778445.1,POWERGRID
Total Common Equity,346979.4,384387.3,439699.3,498655,544259.9,590883.9,646953.5,699360.7,762471.3,830145.1,871451.1,POWERGRID
Total Equity,346979.4,384387.3,439699.3,498655,544259.9,590883.9,646953.5,699360.7,762471.3,830145.1,871451.1,POWERGRID
Total Liabilities And Equity,1414796.3,1607642.8,1792917.3,1956450,2253160.5,2473575.9,2566532.2,2556894.7,2509434.3,2502955.5,2508905.2,POWERGRID
Supplemental Items,,,,,,,,,,,,POWERGRID
Total Shares Out. on Filing Date,9300.603772,9300.603772,9300.603772,9300.603772,9300.603772,9300.603772,9300.603772,9300.603772,9300.603795,9300.603795,9299.84375,POWERGRID
Total Shares Out. on Balance Sheet Date,9300.603772,9300.603772,9300.603772,9300.603772,9300.603772,9300.603772,9300.603772,9300.603772,9300.603795,9300.603795,9299.84375,POWERGRID
Book Value/Share,37.30719,41.329284,47.276425,53.615336,58.51877,63.531778,69.560376,75.195193,81.980838,89.257119,93.705993,POWERGRID
Tangible Book Value,337207.2,374939.2,428472.7,485327.7,529944.6,571642,627600.7,681611.3,744689.4,813238.3,854913.1,POWERGRID
Tangible Book Value/Share,36.256484,40.313425,46.069342,52.182386,56.979591,61.462891,67.479565,73.286779,80.06893,87.439301,91.927684,POWERGRID
Total Debt,842196.8,962434.1,1085449.1,1189879.1,1315029.6,1498638.6,1517741.7,1467200,1381831.3,1301487,1270829.4,POWERGRID
Net Debt,790425.6,930547.6,1060974.5,1150036.8,1286906.5,1451090.7,1463416.2,1415142,1331635.9,1227940.3,1189795.6,POWERGRID
Debt Equiv. of Unfunded Proj. Benefit Obligation,3531.7,3645.3,3563.9,5813.2,4253.4,4265.9,4923.4,4905.2,5656.2,6094.6,,POWERGRID
Debt Equivalent Oper. Leases,11918.4,8994.4,9976.8,11226.4,12566.4,11491.2,11712.8,11311.2,13076,14223.2,,POWERGRID
Equity Method Investments,,,8342.2,10207.6,10951.9,11665.8,13321.8,13468.5,18612.1,17146.5,20389.8,POWERGRID
Inventory Method,,,,,,,,,,,,POWERGRID
Raw Materials Inventory,6768.3,7152.4,7190.3,9119.7,10660.5,12499,14277.8,13617.4,13371,13200.3,,POWERGRID
Other Inventory Accounts,368.8,237.6,85.6,122.3,216.1,200.6,235.9,237,269.4,269.8,,POWERGRID
Land,19328.5,20899.2,22399.7,23410.9,25396.4,28220.6,23690.1,23855.8,24072.3,24513,,POWERGRID
Buildings,11645.5,12762.6,10874.8,13118.7,18113.3,21162.6,23214.7,29758.3,36853.1,39019.4,,POWERGRID
Machinery,938742.2,1156425.1,1169207.2,1466505.5,1736555.6,1999554.7,2198825,2329773.1,2530835.4,2600743,,POWERGRID
Construction in Progress,320168,402627.6,454388.4,381870,376039,373884.7,349044.1,246798,127999,137412.4,,POWERGRID
Full Time Employees,8694,9033,,8887,8900,9255,8990,8766,8536,8342,,POWERGRID
Accum. Allowance for Doubtful Accts,213.1,274.1,296.2,324.1,481.5,3393.6,3177,3004.4,3007.7,2969.3,,POWERGRID
Filing Date,,,,,,,,,,,,POWERGRID
Restatement Type,,,,,,,,,,,,POWERGRID
Calculation Type,,,,,,,,,,,,POWERGRID
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,POWERGRID
,,,,,,,,,,,,POWERGRID
Cash And Equivalents,572.37,999.51,604.782,691.832,772.25,635.598,458.427,1011.087,1074.563,985.814,2127.058,PRAJIND
Short Term Investments,860.227,1479.276,199.679,35,139.76,465.45,256.472,474.984,538.113,837.178,4021.333,PRAJIND
Trading Asset Securities,,,1216.519,1343.287,1788.741,1424,1000.09,2777.567,3906.273,4198.606,,PRAJIND
Total Cash & ST Investments,1432.597,2478.786,2020.98,2070.119,2700.751,2525.048,1714.989,4263.638,5518.949,6021.598,6148.391,PRAJIND
