Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Levered Free Cash Flow,134336.5,155901.7,75966.8,171011.2,190272.5,156532.5,238286.2,261391.2,385525,356872.5,373171.2,TCS
Unlevered Free Cash Flow,134577.3,156552.9,76173,171211.2,190597.5,157770,244061.2,265372.5,390425,361741.2,378033.8,TCS
Change in Net Working Capital,-3401.6,-31071.3,102894.5,18400,1660,74580,5060,10040,-71410,-1410,16140,TCS
Net Debt Issued,-151.5,429.4,-1330,210,-430,-1940,-10620,-13360,-14170,-15150,-16140,TCS
Filing Date,,,,,,,,,,,,TCS
Restatement Type,,,,,,,,,,,,TCS
Calculation Type,,,,,,,,,,,,TCS
,,,,,,,,,,,,TCS
Net Income,4805.2,2478.2,-55.2,3894.4,4955.6,4081.9,4597.6,8566.9,9357.8,12037.7,11503.3,TATACONSUM
Depreciation & Amort.,1290.6,1331.1,846,904.1,781.5,835,1585,1686.4,1826.1,1979.2,2389.2,TATACONSUM
Amort. of Goodwill and Intangibles,,,138.6,165.4,192.2,206.8,671.8,714.9,728.4,767.3,1072.7,TATACONSUM
"Depreciation & Amort., Total",1290.6,1331.1,984.6,1069.5,973.7,1041.8,2256.8,2401.3,2554.5,2746.5,3461.9,TATACONSUM
Other Amortization,,,183.3,190.9,186.7,183.9,160.3,146.1,225.6,294.3,309.6,TATACONSUM
(Gain) Loss From Sale Of Assets,-1947.3,10.2,-22.8,11.2,-23.3,-152.6,-144.1,389.5,16.1,-1475.9,-191.7,TATACONSUM
(Gain) Loss On Sale Of Invest.,-318.7,-7.5,-1.4,-72.4,-674.5,-393.1,-280.7,-1054.1,-224.3,-1173.5,152.3,TATACONSUM
Asset Writedown & Restructuring Costs,110,953.8,2882.9,273.4,,,2229.4,,,,616.2,TATACONSUM
Stock-Based Compensation,,,,,,,,,4.6,40.4,95.3,TATACONSUM
Provision & Write-off of Bad debts,1,7.2,39.2,-5.8,6.6,20.4,-34.1,214.9,12.3,4.2,123.2,TATACONSUM
Other Operating Activities,193.2,725.5,-131.4,565.9,-480.2,1531.8,2857.3,4064.8,3193.4,2393.5,3183.1,TATACONSUM
Change in Acc. Receivable,1426.1,-192.8,-484.8,-604.7,-1143.4,-1326.9,-1773,1861.4,-1487.8,-360.6,-450.8,TATACONSUM
Change In Inventories,-872.3,-1358.8,-702.3,1577.8,-127.8,-1555.4,814.6,-5334.5,-9.1,-3679.8,-33.3,TATACONSUM
Change in Acc. Payable,-469.9,231.2,-1532.3,511.8,-117.6,-1333.1,138.2,5307.4,1515,3786.1,597.7,TATACONSUM
Change in Other Net Operating Assets,,,,,,,,,,,,TATACONSUM
Cash from Ops.,4217.7,4178.1,1159.8,7412,3555.8,2098.7,10822.3,16563.7,15158.1,14612.9,19366.8,TATACONSUM
Capital Expenditure,-2037.4,-1792.3,-1544.5,-1381.9,-3588.2,-2822.8,-1595.8,-2106.8,-2733.4,-3117.5,-3346.9,TATACONSUM
"Sale of Property, Plant, and Equipment",580.6,3.7,81.9,57.8,87.8,257,88.2,315,272.6,1718.5,244.6,TATACONSUM
Cash Acquisitions,,-931.9,,,,,-1010.1,-1688,-5114.5,-550.7,-38894.4,TATACONSUM
Divestitures,,,,,505.4,,303.8,569.9,113,93.3,245.3,TATACONSUM
Sale (Purchase) of Real Estate properties,,,,,189.5,,,,,,,TATACONSUM
Invest. in Marketable & Equity Securt.,-135.8,-751.8,1240.1,-137.9,1115.6,2300.4,-6434.2,-1212.9,-1673.3,-8341.7,18114.6,TATACONSUM
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,TATACONSUM
Other Investing Activities,388.5,1723.8,1431.3,3711,948.9,998.2,1920.4,38.7,-4082.8,1919.9,4327.6,TATACONSUM
Cash from Investing,-1204.1,-1748.5,1208.8,2249,-741,732.8,-6727.7,-4084.1,-13218.4,-8278.2,-19309.2,TATACONSUM
Short Term Debt Issued,74.9,497.8,512.3,,,,502.5,118.2,,525.5,13274.2,TATACONSUM
Long-Term Debt Issued,3435.2,,,,2160.4,1011.4,,,,,,TATACONSUM
Total Debt Issued,3510.1,497.8,512.3,,2160.4,1011.4,502.5,118.2,,525.5,13274.2,TATACONSUM
Short Term Debt Repaid,,,,-805.3,-64.8,-653.1,,,-17.1,,,TATACONSUM
Long-Term Debt Repaid,-4404.6,-1808.6,-796.2,-4848.4,,,-667,-1142.2,-5457.8,-1118.7,-1447.3,TATACONSUM
Total Debt Repaid,-4404.6,-1808.6,-796.2,-5653.7,-64.8,-653.1,-667,-1142.2,-5474.9,-1118.7,-1447.3,TATACONSUM
Common Dividends Paid,-1623,-1614.6,-1870.9,-1889.9,-1732.5,-2158.2,-1902.8,-2489.4,-3728,-5575.4,-7850.1,TATACONSUM
Total Dividends Paid,-1623,-1614.6,-1870.9,-1889.9,-1732.5,-2158.2,-1902.8,-2489.4,-3728,-5575.4,-7850.1,TATACONSUM
Special Dividend Paid,,,,,,,,,,,,TATACONSUM
Other Financing Activities,-1115,-998.4,-663.2,-614.8,-667,-437.4,-1016,-746.9,-744.8,-975.4,-1421.3,TATACONSUM
Cash from Financing,-3632.5,-3923.8,-2818,-8158.4,-303.9,-2237.3,-3083.3,-4260.3,-9947.7,-7144,2555.5,TATACONSUM
Foreign Exchange Rate Adj.,1192.1,-322,237.4,-915.6,430,-201.1,507.3,406.3,38.3,-87.1,185.2,TATACONSUM
Misc. Cash Flow Adj.,,,,117.1,,,,212.8,9,29.2,16.3,TATACONSUM
Net Change in Cash,573.2,-1816.2,-212,704.1,2940.9,393.1,1518.6,8838.4,-7960.7,-867.2,2814.6,TATACONSUM
Supplemental Items,,,,,,,,,,,,TATACONSUM
Cash Interest Paid,862.5,820.1,663.2,614.8,281.7,437.4,702.6,654.1,625.1,816.6,1182.9,TATACONSUM
Cash Taxes Paid,2800.3,1864.8,2342.3,2105.6,2992,1673.8,1283.8,973.6,2218.5,3886.5,3978.2,TATACONSUM
Levered Free Cash Flow,-247.7,3620.2,-661.3,9948.6,-20.7,-387.4,7283.6,10488.3,4291.4,10327.5,16040.3,TATACONSUM
Unlevered Free Cash Flow,266.7,4107.1,-99.9,10379.6,162.5,-135.8,7720,10892,4698.2,10840.8,16814.8,TATACONSUM
Change in Net Working Capital,2874.7,-605.7,2939.7,-6364.2,1814.2,2728.6,-444.1,-2429.7,4221.6,-1212.1,-4433.5,TATACONSUM
Net Debt Issued,-894.5,-1310.8,-283.9,-5653.7,2095.6,358.3,-164.5,-1024,-5474.9,-593.2,11826.9,TATACONSUM
Filing Date,,,,,,,,,,,,TATACONSUM
Restatement Type,,,,,,,,,,,,TATACONSUM
Calculation Type,,,,,,,,,,,,TATACONSUM
,,,,,,,,,,,,TATACONSUM
Net Income,139910.2,128291.2,95883.4,74543.6,89889.1,-288262.3,-120708.5,-134513.9,-114414.7,24142.9,313990.9,TATAMOTORS
Depreciation & Amort.,54997,65397.8,79642.5,90486.2,108743.4,122004.2,117266.1,120450,121841.4,129063.2,143459.4,TATAMOTORS
Amort. of Goodwill and Intangibles,3.7,69098,1780.5,1612.3,2148.3,1457.5,881.8,763.2,967.8,778.2,1727,TATAMOTORS
"Depreciation & Amort., Total",55000.7,134495.8,81423,92098.5,110891.7,123461.7,118147.9,121213.2,122809.2,129841.4,145186.4,TATAMOTORS
Other Amortization,55735.7,,86651.9,86951.4,104644.2,112444.6,96106.4,114253.9,125547.7,118762.2,127514.9,TATAMOTORS
Minority Int. in Earnings,594.5,,,,,,,,,,,TATAMOTORS
(Gain) Loss From Sale Of Assets,465.2,3512.2,9477.4,3736.9,23825.5,7295.8,6693.9,2655.9,-102.3,1405.7,3616.9,TATAMOTORS
(Gain) Loss On Sale Of Invest.,-1156.3,-1195,-1813.9,-1818.2,-1803.7,-3671.5,2017.1,-1971.7,-2665.6,-3967.1,-2870.7,TATAMOTORS
Asset Writedown & Restructuring Costs,2241.6,,,142.5,,295861.4,17628,143046.6,-33.2,2314.1,1883.9,TATAMOTORS
Provision for Credit Losses,13484.8,22727.8,8092.2,-746.7,433,3068.7,6853.3,9579.3,13075.9,20391.5,11533.9,TATAMOTORS
(Income) Loss on Equity Invest.,537.1,1748.3,-5774.7,-14930,-22782.6,-2095,10000,3789.6,740.6,-3363.8,-6998,TATAMOTORS
Stock-Based Compensation,,,,,,84.4,47,90.4,180.5,300.3,427.3,TATAMOTORS
Provision & Write-off of Bad debts,2691,2371,6719.1,1329.3,145.7,2141.9,1370.3,500.1,1512.6,806.3,1970.3,TATAMOTORS
Other Operating Activities,50438.8,111497.6,80721.8,28142.8,-2331.7,10784.7,77520,32287.4,103680.6,94517.9,9646.1,TATAMOTORS
Change in Acc. Receivable,18610.9,-31612.9,-7945.6,-23686.6,-43265.8,9547,79289.3,-11183.5,2610.8,-28301,-11506.9,TATAMOTORS
Change In Inventories,-28525.5,-36962.9,-57341.5,-66206.7,-35604.3,20686.4,23255,38145,4720.6,-56653.6,-72652.3,TATAMOTORS
Change in Acc. Payable,46939,40256.2,40776.5,93005.6,73203.4,-46921.3,-80848.1,57481.5,-70118.6,69448.5,137058.3,TATAMOTORS
Change in Other Net Operating Assets,4543.9,-9728,37843.4,29430.1,-58670.3,-55519,28957.8,-85368.7,-44715.8,-15765.2,20352.6,TATAMOTORS
Cash from Ops.,361511.6,365401.3,374713,301992.5,238574.2,188907.5,266329.4,290005.1,142828.3,353880.1,679153.6,TATAMOTORS
Capital Expenditure,-269751.3,-171361.8,-159537.9,-160717.8,-198654.3,-174195.5,-143191.7,-117756.5,-90394,-93289.2,-129747.4,TATAMOTORS
"Sale of Property, Plant, and Equipment",499.3,704.3,588.4,533.9,303,672.3,1714.8,3505.8,2301,2850.3,2310.9,TATAMOTORS
Cash Acquisitions,-1845.6,,,,144.5,-77.6,-270.4,,,,,TATAMOTORS
Divestitures,,,,,,5329.6,,,1356.4,193.7,1076.5,TATAMOTORS
Sale (Purchase) of Intangible assets,,-130241.3,-152064.7,-143951,-152134.9,-178839.7,-153828.6,-84297.5,-61290.2,-96030.5,-184388.9,TATAMOTORS
Invest. in Marketable & Equity Securt.,-48379.8,-48206.2,-66138.9,-90477.4,63446.8,140163.7,-63479.7,-67188.2,93426.1,10800.6,56826.8,TATAMOTORS
Net (Inc.) Dec. in Loans Originated/Sold,,,75.8,-90.3,,-34.2,34.2,,,,,TATAMOTORS
Other Investing Activities,20547.2,4927.4,6576,13903.8,24878.8,9870.5,17319.2,4473.9,6849.5,7433.5,25641.2,TATAMOTORS
Cash from Investing,-298930.2,-344177.6,-370501.3,-380798.8,-262016.1,-197110.9,-341702.2,-261262.5,-47751.2,-168041.6,-228280.9,TATAMOTORS
Short Term Debt Issued,113535.6,127826.4,84602,150052.6,223369.7,250263.6,107073,208071.5,168662.4,281254.5,101941,TATAMOTORS
Long-Term Debt Issued,233213.9,267018.8,110587,183845.2,151452.1,261018.6,287412.1,296773.7,313086.2,163150.6,116294,TATAMOTORS
Total Debt Issued,346749.5,394845.2,195189,333897.8,374821.8,511282.2,394485.1,504845.2,481748.6,444405.1,218235,TATAMOTORS
Short Term Debt Repaid,-138198.1,-97716.4,-103381.8,-125199.6,-193766.2,-218521.3,-144400.5,-156232,-214360.4,-317515.5,-186502.8,TATAMOTORS
Long-Term Debt Repaid,-167378.1,-187755.8,-145854.8,-92121.3,-105872.5,-133458.9,-183393.8,-201068.9,-250125.2,-331825.8,-336819.9,TATAMOTORS
Total Debt Repaid,-305576.2,-285472.2,-249236.6,-217320.9,-299638.7,-351980.2,-327794.3,-357300.9,-464485.6,-649341.3,-523322.7,TATAMOTORS
Issuance of Common Stock,0.9,,74904.8,45.5,,,38887.7,26025.1,185.9,196,818.7,TATAMOTORS
Issuance of Pref. Stock,,,,,,,,,37500,37500,,TATAMOTORS
Common Dividends Paid,-6886.2,-6744.2,,-730,,,-35.2,-15.6,-15.3,,-7692.7,TATAMOTORS
Total Dividends Paid,-6886.2,-6744.2,,-730,,,-35.2,-15.6,-15.3,,-7692.7,TATAMOTORS
Special Dividend Paid,,,,,,,,,,,,TATAMOTORS
Other Financing Activities,-73120.4,-72018.5,-58785.9,-53839.4,-55066,-70998.3,-71647.2,-74511.8,-88735.3,-95188.8,-58098.2,TATAMOTORS
Cash from Financing,-38832.4,30610.3,-37928.7,62053,20117.1,88303.7,33896.1,99042,-33801.7,-262429,-370059.9,TATAMOTORS
Foreign Exchange Rate Adj.,18616,-14324.6,7822.2,-14915.2,13064.1,-14109.2,10556.7,4537.5,3314.6,13869.9,465.3,TATAMOTORS
Misc. Cash Flow Adj.,405.1,,,,-2439.4,2439.4,,,,,,TATAMOTORS
Net Change in Cash,42770.1,37509.4,-25894.8,-31668.5,7299.9,68430.5,-30920,132322.1,64590,-62720.6,81278.1,TATAMOTORS
Supplemental Items,,,,,,,,,,,,TATAMOTORS
Cash Interest Paid,55046.3,69130.7,56068.2,46699.4,44917.4,58038.9,65495.5,69217.4,81689,85952.1,83699.5,TATAMOTORS
Cash Taxes Paid,43083.3,42233.2,20397.8,18951,30211.6,26594.3,17849.4,21045.6,19096.4,31789.9,45162.7,TATAMOTORS
Levered Free Cash Flow,-39838.4,26692.2,-60319.1,-841.4,-142500.6,-118257.6,-112030.4,89605,-23716.3,27441.2,170351.9,TATAMOTORS
Unlevered Free Cash Flow,-14266.8,59337,-30373.7,20937.2,-119376.9,-90157.3,-72717.9,135035.8,28883.5,84871.2,224627.5,TATAMOTORS
Change in Net Working Capital,-6335.1,-67499.9,7718.2,-49094.9,57795.5,-3299.5,-8226.2,-45740.4,81108.7,36383.2,-45086.8,TATAMOTORS
Net Debt Issued,41173.3,109373,-54047.6,116576.9,75183.1,159302,66690.8,147544.3,17263,-204936.2,-305087.7,TATAMOTORS
Filing Date,,,,,,,,,,,,TATAMOTORS
Restatement Type,,,,,,,,,,,,TATAMOTORS
Calculation Type,,,,,,,,,,,,TATAMOTORS
,,,,,,,,,,,,TATAMOTORS
Net Income,35948.9,-39255.2,-3827.8,-42408,211682,102183.3,15565.4,74902.2,401539.3,87604,-44374.4,TATASTEEL
Depreciation & Amort.,57058.3,59436,52973.4,56728.8,57417,73418.3,87076.7,92336.4,91008.7,93352,98821.6,TATASTEEL
Amort. of Goodwill and Intangibles,78.3,,,,,,,,,,,TATASTEEL
"Depreciation & Amort., Total",57136.6,59436,52973.4,56728.8,57417,73418.3,87076.7,92336.4,91008.7,93352,98821.6,TATASTEEL
Other Amortization,1747.8,,,,,,,,,,,TATASTEEL
(Gain) Loss From Sale Of Assets,470.2,-2001.9,-314.2,-1.5,492.9,-2664,-1986.3,-1638.4,-8510,-232.9,-10173.2,TATASTEEL
(Gain) Loss On Sale Of Invest.,-425.6,-17.3,,-9.7,,,2889.4,-207.6,497.8,-1155.5,-380.7,TATASTEEL
Asset Writedown & Restructuring Costs,2333.7,61097.2,15301.7,2679.3,9030.1,95.7,46452.1,10794.6,8397.3,682.7,79086,TATASTEEL
(Income) Loss on Equity Invest.,,,1104.2,-76.5,-1741,-2222.7,-1879.7,-3273.4,-6491.6,-4181.2,579.8,TATASTEEL
Net Cash From Discontinued Ops.,,,867.3,31022.1,2148.1,2374.9,,,,,,TATASTEEL
Other Operating Activities,47732.8,36025.4,-13207.3,109453.3,-106039.9,54268.9,11607.6,105439.9,53545.4,77826.7,45610.2,TATASTEEL
Change in Acc. Receivable,-14827.1,14416.2,,,,,,,,,,TATASTEEL
Change In Inventories,3889.2,-4853.6,56178.5,-82431.7,-15954.3,-10687.1,15619.4,456.8,-169168.3,-40313.7,55656.5,TATASTEEL
Change in Acc. Payable,-2547.6,-6049.1,,,,,,,,,,TATASTEEL
Change in Other Net Operating Assets,,,5477.7,33287.5,-76801,36592.2,26342.6,164456.3,72991.3,3248.7,-21819.1,TATASTEEL
Cash from Ops.,131458.9,118797.7,114553.5,108243.6,80233.9,253359.5,201687.2,443266.8,443809.9,216830.8,203006.7,TATASTEEL
Capital Expenditure,-164200.9,-134923.7,-101634.4,-77156.4,-74785,-90910,-103980,-69785.9,-105222,-141424.9,-182066,TATASTEEL
"Sale of Property, Plant, and Equipment",2945.7,14435.7,2306.3,2887.2,1790.5,4666.9,3857.3,4446.3,5694.8,3277,4754,TATASTEEL
Cash Acquisitions,-1,-1080.5,-775.1,,-2550,-345688.7,-44327.4,,-532.3,-105689.5,,TATASTEEL
Divestitures,593.7,13009.9,0.6,-10813.6,342.2,1561.6,3785,899.8,12075.8,1664.3,1232.3,TATASTEEL
Invest. in Marketable & Equity Securt.,-6408,18189.4,4782.6,-7973.4,-48273.4,134839.3,-8449.5,-34068.8,-11084.5,48879.1,26924.9,TATASTEEL
Net (Inc.) Dec. in Loans Originated/Sold,,,373.2,44.8,-436.6,183.9,81.6,257.8,-809.7,815.5,-73.3,TATASTEEL
Other Investing Activities,2559.4,6147.8,2408.6,2255.5,3656,3237.7,3729.5,5022,-8934.4,5680.1,6713.7,TATASTEEL
Cash from Investing,-164511.1,-84221.4,-92538.2,-90755.9,-120256.3,-292109.3,-145303.5,-93228.8,-108812.3,-186798.4,-142514.4,TATASTEEL
Short Term Debt Issued,,,,,,,76663.2,,115322.7,,7909,TATASTEEL
Long-Term Debt Issued,385575.9,455186,140477,194845.5,241613.6,333436.3,89073.5,98006.1,9066.6,167686.5,133294.9,TATASTEEL
Total Debt Issued,385575.9,455186,140477,194845.5,241613.6,333436.3,165736.7,98006.1,124389.3,167686.5,141203.9,TATASTEEL
Short Term Debt Repaid,,,,,,-40085.2,,-100089.9,,-56204.1,,TATASTEEL
Long-Term Debt Repaid,-326827,-412135.5,-129098.7,-166023,-199361.3,-213444.7,-89663.6,-304521.7,-276696.7,-57201.1,-128906.2,TATASTEEL
Total Debt Repaid,-326827,-412135.5,-129098.7,-166023,-199361.3,-253529.9,-89663.6,-404611.6,-276696.7,-113405.2,-128906.2,TATASTEEL
Issuance of Common Stock,147,166.4,,0.1,90872.3,,0.4,32422.7,3268.6,14.6,,TATASTEEL
Repurchase of Common Stock,,,,,,,,-15000,-7750,,,TATASTEEL
Common Dividends Paid,-7867.2,-12495.2,-10546.6,-10570.8,-12494.5,-14101.5,-17538.9,-14110,-30483.7,-62271.5,-44288,TATASTEEL
Total Dividends Paid,-7867.2,-12495.2,-10546.6,-10570.8,-12494.5,-14101.5,-17538.9,-14110,-30483.7,-62271.5,-44288,TATASTEEL
Special Dividend Paid,,,,,,,,,,,,TATASTEEL
Other Financing Activities,-40883.1,-56893.6,-48122.9,-44045.4,-54230.7,-72531.9,-75480.8,-67603.9,-46738.4,-61831.3,-78979.6,TATASTEEL
Cash from Financing,10145.6,-26171.9,-47291.2,-25793.6,66399.4,-6727,-16946.2,-370896.7,-234010.9,-69806.9,-110969.9,TATASTEEL
Foreign Exchange Rate Adj.,10728.6,-5989.9,4595.1,-4140.6,2953.2,344.8,5182.9,-1143.9,-237.9,5003.9,-13,TATASTEEL
Net Change in Cash,-12178,2414.5,-20680.8,-12446.5,29330.2,-45132,44620.4,-22002.6,100748.8,-34770.6,-50490.6,TATASTEEL
Supplemental Items,,,,,,,,,,,,TATASTEEL
Cash Interest Paid,36763,54276.2,54833.1,47328,51455.7,69013.9,74192.6,68036.9,46866.7,61197.2,81445.8,TATASTEEL
Cash Taxes Paid,31504,25956,16923.8,20011.8,30858.6,53319.1,24145.8,7043.2,119017,55187.6,53197.2,TATASTEEL
Levered Free Cash Flow,-50859.4,-69967.4,27963.1,-34674.3,38135.6,35792,34259,253195.9,200376.4,60162.5,22323.5,TATASTEEL
Unlevered Free Cash Flow,-26488.3,-42275,54346.9,-2973.1,72227.7,83667.6,81638.5,300737.8,234515.1,99529.4,69245.8,TATASTEEL
Change in Net Working Capital,-11592.3,8345.4,-85679,49785.3,-3020.2,41511.9,-46087.4,-156347.9,99533.7,-14531,-74841.8,TATASTEEL
Net Debt Issued,58748.9,43050.5,11378.3,28822.5,42252.3,79906.4,76073.1,-306605.5,-152307.4,54281.3,12297.7,TATASTEEL
Filing Date,,,,,,,,,,,,TATASTEEL
Restatement Type,,,,,,,,,,,,TATASTEEL
Calculation Type,,,,,,,,,,,,TATASTEEL
,,,,,,,,,,,,TATASTEEL
Net Income,30288,26277,29929,28129,37998,42976,40330,44280,55661,48313,23578,TECHM
Depreciation & Amort.,3828,4853,6092,7460,7489,7054,10226,9872,9053,10735,18171,TECHM
Amort. of Goodwill and Intangibles,,,7,948,2133,2918,3098,3689,4653,7050,,TECHM
"Depreciation & Amort., Total",3828,4853,6099,8408,9622,9972,13324,13561,13706,17785,18171,TECHM
Other Amortization,1212,1261,1490,1373,1228,1320,1134,1016,1498,1782,,TECHM
(Gain) Loss From Sale Of Assets,-113,9,-109,-36,-1651,-154,-1568,-744,-63,-42,-25,TECHM
(Gain) Loss On Sale Of Invest.,157,,1,-181,-1058,-2361,-2063,-1593,-2583,-1052,-1492,TECHM
Asset Writedown & Restructuring Costs,182,,,99,,,2175,507,,2370,4582,TECHM
(Income) Loss on Equity Invest.,,,-26,23,-1,655,55,-12,-28,290,-105,TECHM
Stock-Based Compensation,1312,2268,1936,1346,887,1263,1385,1330,905,861,792,TECHM
Provision & Write-off of Bad debts,1456,800,1497,1518,1618,3452,1484,2605,388,3096,4836,TECHM
Other Operating Activities,-6212,-2491,-4834,-5846,-5276,-2229,-7457,4353,-2288,768,440,TECHM
Change in Acc. Receivable,-20435,-8524,-8796,-398,-10442,-16190,-14338,15495,-28951,-17836,12207,TECHM
Change in Acc. Payable,4287,26,4183,6279,2610,5616,22674,-6195,9785,2552,-6120,TECHM
Change in Unearned Rev.,,,,,,,39,1259,3776,215,1806,TECHM
Change in Other Net Operating Assets,,,,,,,-13593,5076,1047,-3382,5094,TECHM
Cash from Ops.,15962,24479,31370,40714,35535,44320,43581,80938,52853,55720,63764,TECHM
Capital Expenditure,-9397,-11231,-9187,-7682,-10166,-8046,-8446,-6660,-9584,-10152,-7911,TECHM
"Sale of Property, Plant, and Equipment",259,99,473,79,2264,253,153,935,1231,460,534,TECHM
Cash Acquisitions,-1111,-13760,,,-11321,-1350,-5480,-11340,-46613,-10672,-7488,TECHM
Divestitures,217,,,,258,,802,,725,,,TECHM
Sale (Purchase) of Real Estate properties,,-265,-73,,,,,,,,,TECHM
Invest. in Marketable & Equity Securt.,5667,2067,-7227,-18470,-16515,-13818,20420,-39997,57243,15896,-290,TECHM
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,TECHM
Other Investing Activities,2469,2168,1416,-2822,1883,1797,2837,2561,1813,1683,2018,TECHM
Cash from Investing,-1896,-20922,-14598,-28895,-33597,-21164,10286,-54501,4815,-2785,-13137,TECHM
Short Term Debt Issued,8521,8024,1376,,53,1972,11494,,,,,TECHM
Long-Term Debt Issued,221,21,427,70,9545,180,3794,92,621,658,,TECHM
Total Debt Issued,8742,8045,1803,70,9598,2152,15288,92,621,658,,TECHM
Short Term Debt Repaid,-13580,-4635,,-141,,,,-7665,-2030,-1931,-425,TECHM
Long-Term Debt Repaid,-3049,-5765,-654,-2480,-2112,-6656,-15732,-4170,-5388,-4747,-4808,TECHM
Total Debt Repaid,-16629,-10400,-654,-2621,-2112,-6656,-15732,-11835,-7418,-6678,-5233,TECHM
Issuance of Common Stock,497,582,362,345,251,359,468,569,868,442,238,TECHM
Repurchase of Common Stock,,,,,,-2106,-17879,,,,,TECHM
Common Dividends Paid,-1359,-5496,-5547,-12392,-9438,-14907,-24917,-17594,-25263,-25111,-39170,TECHM
Total Dividends Paid,-1359,-5496,-5547,-12392,-9438,-14907,-24917,-17594,-25263,-25111,-39170,TECHM
Special Dividend Paid,,,,,,,,,-14550,-17522,,TECHM
Other Financing Activities,-974,-1021,-925,-1111,-993,-1354,-1883,-1101,-924,-2570,-3507,TECHM
Cash from Financing,-9723,-8290,-4961,-15709,-2694,-22512,-44655,-29869,-46666,-50781,-47672,TECHM
Foreign Exchange Rate Adj.,,,,-35,404,122,528,169,-17,520,-47,TECHM
Misc. Cash Flow Adj.,4805,2270,66,,,,,,,,,TECHM
Net Change in Cash,9148,-2463,11877,-3925,-352,766,9740,-3263,10985,2674,2908,TECHM
Supplemental Items,,,,,,,,,,,,TECHM
Cash Interest Paid,974,1031,925,1111,1599,1354,1883,1789,1231,2570,3507,TECHM
Cash Taxes Paid,10941,10725,13152,10795,15264,16612,15131,14146,23137,19931,12469,TECHM
Levered Free Cash Flow,60.6,7298.9,11055.9,18239.9,28242.5,45333.5,14886.2,59313.2,37287,40560.4,37922,TECHM
Unlevered Free Cash Flow,498.8,7459.5,11297.8,18638.6,28802.5,46031.6,15846.9,60229.5,38168.9,42371.6,40373.2,TECHM
Change in Net Working Capital,20005,12454,11614,5017,-4294,-8792,18547,-17045,9238,6045,-9650,TECHM
Net Debt Issued,-7887,-2355,1149,-2551,7486,-4504,-444,-11743,-6797,-6020,-5233,TECHM
Filing Date,,,,,,,,,,,,TECHM
Restatement Type,,,,,,,,,,,,TECHM
Calculation Type,,,,,,,,,,,,TECHM
,,,,,,,,,,,,TECHM
Net Income,7349.4,8162.6,6745.2,7114.7,11300.9,14041.5,15010,9730,21730,32500,34960,TITAN
Depreciation & Amort.,640.5,860.7,950.2,1062.1,1226.7,1479.9,3240,3420,3630,4090,5420,TITAN
Amort. of Goodwill and Intangibles,35,35,25.3,7.1,0.6,,,30,30,,,TITAN
"Depreciation & Amort., Total",675.5,895.7,975.5,1069.2,1227.3,1479.9,3240,3450,3660,4090,5420,TITAN
Other Amortization,118.2,289.5,20.1,94.3,87,148.5,240,310,330,320,420,TITAN
(Gain) Loss From Sale Of Assets,29,41.8,45.9,84.1,22.8,44.6,-30,60,30,30,-10,TITAN
(Gain) Loss On Sale Of Invest.,,-2.4,-81.1,-127.8,-195.4,1004.1,-320,-570,-870,-1060,-2030,TITAN
Asset Writedown & Restructuring Costs,,,,,,,,310,90,,,TITAN
(Income) Loss on Equity Invest.,,,-20,17.7,27.7,21.6,40,50,,-10,-10,TITAN
Stock-Based Compensation,,,,9.3,43.1,10.7,,,20,10,480,TITAN
Provision & Write-off of Bad debts,0.3,54.5,-17.4,26.6,33.2,72.9,40,350,30,40,120,TITAN
Other Operating Activities,-537.7,-264.2,-276.7,-323.3,-689.5,-1358.9,1020,1490,-60,1910,2960,TITAN
Change in Acc. Receivable,117.3,-392.6,3.1,-116.4,-903.2,-1390.8,1090,-590,-2070,-1120,-3480,TITAN
Change In Inventories,-1890.6,-1799.7,-3978.5,-4482.7,-9959.3,-11198.6,-10570,-3160,-51990,-29770,-24620,TITAN
Change in Acc. Payable,-12386.5,10787.2,-2448.3,2376,948.2,323.2,-3100,1950,5040,-890,1960,TITAN
Change in Other Net Operating Assets,977.9,-12746.4,4793.1,11381.3,-2454,9230.5,-10140,28010,16820,7650,780,TITAN
Cash from Ops.,-5547.2,5026,5760.9,17123,-511.2,12429.2,-3480,41390,-7240,13700,16950,TITAN
Capital Expenditure,-2128.4,-2093.4,-2544.3,-2561,-3048.5,-2647.2,-3550,-1460,-2240,-4320,-6910,TITAN
"Sale of Property, Plant, and Equipment",16.9,23.1,22.5,50.5,55.8,13.7,100,70,80,120,200,TITAN
Cash Acquisitions,,,,-3740.3,,,-390,,,,,TITAN
Divestitures,,,,,,182.1,,,,,,TITAN
Invest. in Marketable & Equity Securt.,,2.4,-128.1,-3361.5,4115.2,-358.7,-130,-26130,26170,-21040,3200,TITAN
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,TITAN
Other Investing Activities,-605.3,881.3,1061.7,-231.4,-158.9,-5173.3,6320,-490,-12370,7130,1620,TITAN
Cash from Investing,-2716.8,-1186.6,-1588.2,-9843.7,963.6,-7983.4,2350,-28010,11640,-18110,-1890,TITAN
Short Term Debt Issued,17562.7,21000,132.6,,,,,,3490,16840,23280,TITAN
